id,nombre,precio,fecha
2513,Cámara 874,970.24,2025-01-21
2514,Parlante 586,4998.9,2024-05-22
2515,Cable HDMI 953,2705.5,2024-02-20
2516,Cámara 916,2369.83,2024-07-22
2517,Impresora 398,968.77,2025-01-25
2518,Disco Duro 178,4304.17,2024-09-13
2519,Auriculares 186,3654.32,2024-07-12
2520,Teclado 792,4728.31,2024-11-17
2521,Smartwatch 507,1316.95,2024-11-28
2522,Impresora 390,429.71,2024-07-02
2523,Teclado 257,4825.68,2024-04-08
2524,Proyector 751,2830.02,2024-01-07
2525,Cámara 376,1447.71,2024-09-03
2526,Cámara 983,2788.3,2024-07-13
2527,Memoria USB 252,2048.67,2025-02-07
2528,Memoria USB 306,1423.25,2024-03-31
2529,Memoria USB 648,4005.36,2025-05-09
2530,Cable HDMI 195,1368.15,2024-08-28
2531,Tablet 223,910.54,2024-10-23
2532,Disco Duro 774,4613.88,2024-02-09
2533,Impresora 515,4664.88,2024-11-07
2534,Smartwatch 288,3201.89,2024-01-01
2535,Cargador 194,2627.11,2025-01-04
2536,Cámara 330,4403.38,2024-06-14
2537,Cámara 263,2140.58,2024-06-23
2538,Cámara 808,3538.68,2024-11-21
2539,Cámara 922,1334.94,2024-06-28
2540,Teclado 352,2085.61,2025-03-31
2541,Disco Duro 108,1832.77,2024-06-14
2542,Router 253,2265.19,2025-02-27
2543,Proyector 269,2725.32,2024-08-13
2544,Proyector 661,4998.71,2025-04-11
2545,Cable HDMI 393,313.77,2025-02-03
2546,Router 961,372.42,2024-10-15
2547,Smartwatch 643,2041.69,2024-06-08
2548,Micrófono 337,2545.65,2025-01-16
2549,Smartphone 918,156.44,2024-07-30
2550,Memoria USB 744,3257.01,2024-06-28
2551,Smartphone 352,230.83,2024-09-28
2552,Laptop 329,765.77,2024-02-22
2553,Memoria USB 280,1339.26,2024-10-27
2554,SSD 890,4917.84,2024-07-23
2555,Router 122,3762.34,2024-10-20
2556,Mouse 104,2046.01,2024-11-19
2557,Micrófono 178,1935.12,2024-09-03
2558,Auriculares 687,1162.87,2024-05-30
2559,Disco Duro 259,2301.51,2024-10-12
2560,Smartphone 758,3141.24,2024-04-25
2561,Laptop 980,300.64,2025-04-13
2562,SSD 712,3631.38,2024-09-13
2563,Smartphone 959,4651.54,2024-10-25
2564,Teclado 954,2878.34,2024-09-04
2565,Smartwatch 860,844.16,2025-02-12
2566,Router 245,2511.73,2025-03-13
2567,Tablet 169,1817.09,2024-04-18
2568,Micrófono 649,3414.31,2024-06-05
2569,Cámara 366,2070.31,2024-08-26
2570,Router 911,4843.47,2025-01-25
2571,Auriculares 459,4089.71,2025-02-12
2572,Mouse Pad 998,69.04,2024-08-27
2573,Cámara 698,111.73,2025-02-18
2574,Cámara 466,4628.07,2024-07-21
2575,Teclado 465,4233.23,2024-12-06
2576,Laptop 922,815.29,2025-04-01
2577,Mouse Pad 460,3268.61,2025-04-30
2578,Cable HDMI 638,2322.0,2024-10-23
2579,Cable HDMI 861,95.12,2024-12-24
2580,Micrófono 853,1471.96,2024-11-14
2581,Laptop 968,1031.16,2024-11-29
2582,Impresora 779,129.72,2024-08-24
2583,Auriculares 428,535.58,2025-03-20
2584,Router 650,1399.67,2024-03-12
2585,Memoria USB 691,2006.73,2024-01-18
2586,Mouse 388,4362.56,2024-08-13
2587,Micrófono 997,4475.96,2024-05-10
2588,Mouse 485,4619.64,2025-03-19
2589,Smartwatch 713,3195.76,2024-12-17
2590,Router 758,3118.56,2024-09-08
2591,Smartphone 389,3502.17,2024-07-12
2592,Disco Duro 402,4806.17,2024-04-07
2593,SSD 517,412.99,2024-05-17
2594,Router 398,1635.59,2025-01-24
2595,Laptop 695,201.75,2025-03-11
2596,Cable HDMI 921,60.56,2024-01-02
2597,Parlante 443,2831.47,2024-08-29
2598,Micrófono 137,3473.13,2024-09-18
2599,Teclado 622,2983.79,2024-09-24
2600,Parlante 390,2026.59,2024-06-20
2601,Smartphone 757,398.66,2024-02-02
2602,Disco Duro 995,797.42,2025-05-14
2603,Parlante 133,1412.31,2024-11-23
2604,Laptop 886,1459.49,2025-01-27
2605,Cámara 180,4634.0,2024-09-23
2606,Smartphone 232,2050.93,2024-12-05
2607,Mouse Pad 758,4498.13,2024-03-21
2608,Cargador 988,4686.16,2024-08-24
2609,SSD 673,1809.63,2024-05-17
2610,Teclado 828,873.63,2024-05-24
2611,Mouse 455,1758.99,2024-03-14
2612,Cámara 398,2018.56,2025-05-06
2613,Auriculares 398,3948.02,2024-05-02
2614,Router 987,985.91,2024-12-15
2615,Mouse 425,3127.27,2024-04-20
2616,Disco Duro 993,952.9,2024-01-21
2617,Parlante 630,3467.88,2025-01-27
2618,Parlante 282,3139.77,2024-10-11
2619,Auriculares 192,3838.34,2024-06-24
2620,Smartphone 619,4253.93,2024-04-19
2621,Router 950,3799.61,2024-03-09
2622,Smartwatch 242,1602.9,2024-01-06
2623,Tablet 795,2118.88,2024-02-09
2624,Impresora 594,3872.5,2024-08-15
2625,Disco Duro 201,4024.02,2024-06-09
2626,SSD 857,2705.47,2025-03-22
2627,Mouse 728,4671.31,2025-02-04
2628,Mouse 847,2941.06,2024-09-10
2629,Laptop 435,1384.55,2025-01-18
2630,Smartwatch 298,832.35,2025-01-26
2631,Teclado 655,2001.86,2024-06-03
2632,Cámara 771,329.16,2024-10-11
2633,Auriculares 932,1787.26,2025-03-27
2634,Laptop 554,2053.81,2025-03-22
2635,Monitor 286,2312.7,2025-05-01
2636,Parlante 504,1673.97,2024-06-17
2637,Tablet 242,1311.13,2024-04-22
2638,SSD 607,1735.74,2024-09-01
2639,SSD 832,4658.83,2025-04-18
2640,Proyector 737,74.26,2024-02-13
2641,Teclado 474,1632.87,2024-09-03
2642,Monitor 551,3039.95,2024-12-19
2643,Micrófono 740,382.51,2024-03-07
2644,Router 125,464.71,2025-04-22
2645,Memoria USB 387,3140.29,2024-11-20
2646,Teclado 462,4909.06,2024-07-12
2647,Cargador 943,646.03,2025-01-19
2648,Teclado 416,77.05,2024-12-27
2649,Mouse Pad 369,2772.96,2024-10-07
2650,Mouse 241,790.4,2024-08-25
2651,Cámara 633,3479.94,2024-02-11
2652,Cargador 478,4175.31,2025-05-05
2653,SSD 100,1140.79,2024-09-24
2654,Disco Duro 316,545.5,2025-05-15
2655,Disco Duro 373,3942.03,2025-05-13
2656,Mouse 103,3370.46,2024-09-15
2657,Smartphone 371,1038.14,2024-01-21
2658,Micrófono 894,3087.48,2024-07-21
2659,Memoria USB 754,2641.19,2024-05-01
2660,Micrófono 285,275.95,2024-11-09
2661,Mouse 384,1511.08,2024-07-20
2662,Impresora 781,2390.09,2025-01-11
2663,Router 714,4775.83,2024-09-01
2664,Smartwatch 150,2692.62,2024-06-06
2665,Memoria USB 961,1340.89,2024-02-20
2666,Tablet 771,1625.43,2024-11-26
2667,Mouse 772,2436.34,2024-05-04
2668,Micrófono 131,3881.97,2024-04-11
2669,Memoria USB 806,1695.01,2024-10-17
2670,Teclado 971,4546.1,2024-11-07
2671,Router 732,3615.05,2024-11-11
2672,Auriculares 177,4969.17,2024-08-03
2673,Router 758,1282.42,2024-05-28
2674,Mouse 986,3220.9,2024-02-14
2675,Tablet 479,1251.86,2024-03-09
2676,Cámara 314,1826.93,2025-04-22
2677,Memoria USB 747,4909.7,2024-06-27
2678,Mouse 290,523.13,2024-02-19
2679,Smartphone 824,1525.14,2024-08-23
2680,Auriculares 397,2804.62,2025-03-30
2681,Memoria USB 932,4817.04,2025-03-14
2682,Teclado 201,1468.4,2024-10-22
2683,Smartphone 526,1407.86,2025-03-22
2684,Auriculares 219,4906.13,2024-12-22
2685,Mouse 190,3832.13,2024-01-17
2686,Proyector 978,763.2,2024-11-10
2687,Mouse Pad 639,1885.51,2025-01-12
2688,Cargador 841,1423.85,2024-04-22
2689,Laptop 408,3425.27,2024-09-08
2690,SSD 293,4258.79,2024-12-25
2691,Tablet 726,4260.66,2024-06-17
2692,Monitor 671,2111.61,2025-03-30
2693,Micrófono 542,763.7,2025-04-07
2694,Impresora 598,3985.49,2025-03-04
2695,Mouse 378,3181.45,2025-03-22
2696,Impresora 428,3735.8,2024-09-28
2697,Smartphone 700,583.19,2025-04-09
2698,Memoria USB 410,1103.32,2025-03-08
2699,Laptop 554,3889.56,2024-03-07
2700,Auriculares 642,4807.98,2024-06-08
2701,Auriculares 369,1926.4,2025-01-15
2702,Auriculares 650,4696.81,2025-05-09
2703,Smartphone 519,3189.16,2025-04-02
2704,Cable HDMI 301,566.64,2024-08-15
2705,Smartphone 405,2748.66,2024-06-28
2706,Mouse Pad 524,3155.88,2024-01-10
2707,Micrófono 522,4927.45,2024-01-07
2708,Smartphone 697,3583.78,2025-05-10
2709,Monitor 587,728.77,2025-05-07
2710,Memoria USB 253,4144.18,2024-10-12
2711,Parlante 604,2611.87,2024-04-10
2712,Cámara 777,3932.43,2024-01-30
2713,Micrófono 738,1729.69,2024-03-16
2714,Smartwatch 983,1654.44,2024-03-28
2715,Memoria USB 121,3380.47,2025-03-02
2716,Laptop 170,4062.7,2025-03-27
2717,Smartwatch 444,4034.65,2024-06-30
2718,Micrófono 141,4812.22,2024-02-15
2719,Smartphone 934,3789.06,2024-10-08
2720,Auriculares 709,4387.11,2025-03-29
2721,Cargador 552,3196.19,2024-07-26
2722,Monitor 189,1695.45,2024-09-06
2723,Auriculares 125,3529.98,2025-04-17
2724,Teclado 423,2568.62,2024-09-10
2725,Cable HDMI 829,4095.34,2025-04-02
2726,Memoria USB 820,4034.23,2025-03-28
2727,Impresora 641,1989.93,2024-05-26
2728,Auriculares 986,749.35,2025-02-06
2729,Laptop 687,87.73,2024-02-05
2730,Cable HDMI 611,4107.04,2024-04-20
2731,Router 270,2563.22,2024-04-30
2732,Mouse 546,1515.45,2024-04-23
2733,Cargador 612,4941.3,2024-01-14
2734,Smartphone 226,59.72,2024-09-03
2735,Mouse 246,1302.23,2024-03-05
2736,Proyector 760,946.07,2024-04-30
2737,Smartphone 177,4505.27,2025-05-06
2738,Monitor 945,2965.02,2025-01-05
2739,Impresora 800,4894.77,2024-12-11
2740,Auriculares 612,3643.91,2024-03-17
2741,Monitor 405,425.84,2024-10-03
2742,Memoria USB 217,4018.31,2024-10-20
2743,Teclado 571,1655.28,2024-12-12
2744,Laptop 278,3606.13,2025-02-19
2745,Micrófono 236,4195.29,2024-06-27
2746,Impresora 345,854.97,2024-08-27
2747,Router 129,1147.36,2024-08-17
2748,Cable HDMI 148,602.05,2024-01-27
2749,Disco Duro 845,1971.73,2024-10-31
2750,Memoria USB 448,4698.97,2024-12-22
2751,Mouse 373,3948.61,2024-09-07
2752,Smartwatch 987,4850.54,2025-05-06
2753,Micrófono 881,716.55,2024-09-26
2754,Cable HDMI 969,3398.91,2024-07-02
2755,Impresora 300,1927.32,2025-03-10
2756,Proyector 162,1717.38,2024-12-24
2757,Smartwatch 169,343.03,2025-04-16
2758,Mouse Pad 161,4232.6,2025-04-16
2759,Router 330,1811.53,2024-09-04
2760,Parlante 651,620.71,2024-07-12
2761,Laptop 859,3212.97,2024-03-05
2762,Router 335,1329.79,2024-03-06
2763,SSD 560,3171.18,2024-02-04
2764,Laptop 262,4989.78,2024-03-14
2765,Proyector 886,4429.61,2025-04-24
2766,Router 550,4700.96,2025-04-25
2767,Disco Duro 246,4085.42,2024-08-19
2768,Tablet 724,4980.9,2024-03-14
2769,Cable HDMI 722,4448.76,2024-09-21
2770,Mouse 493,2960.47,2024-08-23
2771,Auriculares 627,3210.93,2025-03-27
2772,Cable HDMI 192,2376.63,2025-02-23
2773,Mouse Pad 234,2074.16,2024-10-09
2774,Router 664,1417.74,2024-05-31
2775,SSD 638,4203.86,2025-02-13
2776,Tablet 368,4398.43,2024-01-19
2777,Impresora 474,518.27,2024-11-15
2778,Memoria USB 302,51.43,2024-05-16
2779,Memoria USB 277,1246.12,2025-03-10
2780,Memoria USB 661,3087.5,2024-01-22
2781,Auriculares 324,1899.4,2025-03-31
2782,Tablet 720,4992.35,2025-01-28
2783,Cargador 428,4500.63,2024-01-20
2784,Proyector 675,2906.62,2024-07-02
2785,Mouse 286,4186.65,2024-11-25
2786,Mouse 182,2749.24,2024-05-26
2787,Monitor 282,3112.58,2024-02-27
2788,Teclado 981,2740.63,2024-07-04
2789,Mouse 398,1721.89,2024-07-11
2790,Teclado 168,4450.46,2024-11-28
2791,Laptop 511,4859.19,2024-04-22
2792,Proyector 121,550.74,2024-09-08
2793,Disco Duro 560,4234.62,2025-03-06
2794,Proyector 833,434.73,2024-07-08
2795,Parlante 127,3294.58,2024-05-03
2796,Tablet 249,1285.5,2024-05-27
2797,SSD 235,3923.17,2024-03-14
2798,Disco Duro 352,4967.93,2025-02-05
2799,Mouse Pad 231,3527.21,2024-08-25
2800,Parlante 530,1393.78,2025-05-14
2801,Mouse Pad 108,4090.94,2024-03-17
2802,SSD 715,2666.26,2024-06-09
2803,Tablet 860,3152.24,2025-03-09
2804,Proyector 732,1057.58,2024-10-02
2805,Proyector 126,3949.85,2024-03-23
2806,Parlante 131,3909.37,2024-08-17
2807,Memoria USB 225,4047.15,2024-10-30
2808,Tablet 679,1361.16,2024-11-11
2809,Micrófono 124,4789.25,2025-02-03
2810,Impresora 811,2916.54,2025-01-31
2811,Laptop 830,2939.91,2025-01-24
2812,Cámara 736,779.02,2024-06-05
2813,Mouse 784,2114.23,2024-12-12
2814,Laptop 799,4505.79,2024-09-24
2815,Monitor 569,2592.14,2024-08-16
2816,Smartwatch 347,4121.57,2024-11-05
2817,Tablet 168,3124.83,2025-04-06
2818,Memoria USB 849,4664.09,2024-01-08
2819,Cable HDMI 670,2985.67,2024-03-07
2820,Proyector 323,2064.56,2024-12-28
2821,Auriculares 104,216.25,2024-04-21
2822,Cable HDMI 435,3895.56,2024-07-28
2823,SSD 388,4497.42,2024-11-15
2824,Mouse 284,1466.61,2025-03-06
2825,Smartwatch 491,3062.26,2024-06-29
2826,Router 735,1412.81,2024-03-04
2827,Tablet 353,403.71,2024-11-24
2828,Impresora 504,769.79,2024-01-09
2829,Memoria USB 956,847.73,2024-08-07
2830,Tablet 396,2094.81,2025-04-25
2831,Cable HDMI 254,601.07,2025-02-09
2832,Router 532,1932.34,2024-09-29
2833,Tablet 311,4498.56,2024-01-15
2834,Mouse Pad 854,1599.51,2024-10-04
2835,Tablet 964,1064.11,2025-04-04
2836,Laptop 504,316.32,2024-09-04
2837,Cable HDMI 519,2038.28,2024-01-11
2838,Monitor 332,4724.24,2024-10-15
2839,Laptop 944,2468.4,2024-09-07
2840,Router 166,206.86,2025-04-18
2841,Proyector 209,1665.26,2024-08-13
2842,Parlante 562,229.31,2025-01-07
2843,Cable HDMI 948,549.34,2025-02-17
2844,Smartwatch 592,3144.26,2024-07-16
2845,Impresora 337,3460.17,2024-08-18
2846,Mouse 126,683.38,2024-01-10
2847,Cargador 638,3119.77,2024-03-01
2848,SSD 627,3339.61,2024-04-29
2849,Mouse Pad 392,3093.96,2024-07-06
2850,Router 434,3302.71,2025-02-14
2851,Auriculares 704,657.16,2024-04-22
2852,Disco Duro 800,1739.0,2024-01-18
2853,Auriculares 343,1304.17,2025-01-25
2854,Parlante 182,3466.64,2024-09-05
2855,Smartwatch 592,3147.47,2025-05-14
2856,Monitor 300,1039.1,2024-01-10
2857,Laptop 567,4995.44,2024-07-24
2858,Proyector 272,3744.15,2025-02-08
2859,Smartphone 307,1366.97,2024-06-13
2860,Cable HDMI 397,3321.73,2024-02-01
2861,Cable HDMI 928,506.24,2024-10-23
2862,Monitor 716,2683.3,2024-01-01
2863,Smartphone 337,3418.31,2024-10-03
2864,Cargador 431,500.58,2024-10-04
2865,Proyector 963,619.64,2025-02-15
2866,Cargador 382,2610.43,2024-08-11
2867,Monitor 286,4581.85,2025-02-09
2868,Parlante 208,4327.26,2024-05-08
2869,Monitor 462,1939.73,2024-05-22
2870,Proyector 663,454.19,2024-07-09
2871,Disco Duro 386,954.25,2024-01-18
2872,Laptop 641,4845.08,2024-09-26
2873,Impresora 569,4610.48,2024-04-27
2874,Mouse Pad 770,3504.9,2025-02-22
2875,Monitor 394,3517.22,2024-04-08
2876,Cámara 138,1195.14,2024-08-08
2877,Proyector 463,2035.86,2025-01-30
2878,Proyector 880,4449.15,2025-05-14
2879,Monitor 778,1505.02,2024-09-28
2880,Proyector 662,195.9,2024-06-13
2881,Auriculares 579,4825.43,2024-11-13
2882,Teclado 124,1814.31,2024-03-24
2883,Auriculares 432,3486.39,2025-02-19
2884,Laptop 328,4991.63,2024-03-01
2885,Monitor 748,1754.34,2024-03-30
2886,Cámara 235,2243.68,2024-02-29
2887,Smartwatch 663,3567.25,2024-02-29
2888,Memoria USB 625,2744.06,2024-10-26
2889,Smartwatch 487,1053.12,2024-08-08
2890,Monitor 240,1835.8,2024-08-03
2891,Mouse 646,1891.98,2024-08-22
2892,Parlante 639,2139.64,2024-06-30
2893,Memoria USB 806,2515.68,2024-01-30
2894,Auriculares 894,4765.17,2024-09-14
2895,Proyector 979,2569.3,2024-10-11
2896,Laptop 464,2778.65,2024-06-10
2897,Cable HDMI 990,3127.88,2024-10-03
2898,Proyector 184,214.83,2025-04-16
2899,Teclado 880,3898.92,2025-03-26
2900,Cable HDMI 333,1753.25,2025-03-23
2901,Auriculares 241,2254.21,2025-03-03
2902,Mouse 654,1041.56,2024-03-11
2903,Smartwatch 743,2183.41,2025-01-11
2904,Auriculares 978,1799.38,2024-12-03
2905,Cámara 425,3592.4,2024-12-08
2906,Teclado 687,2399.27,2024-08-01
2907,Parlante 817,4166.8,2025-04-18
2908,Cargador 784,4014.55,2024-11-08
2909,Impresora 686,2323.24,2024-12-21
2910,Cargador 198,3318.08,2024-12-23
2911,Tablet 467,232.13,2024-08-18
2912,Disco Duro 898,574.6,2024-09-09
2913,Cable HDMI 902,3431.05,2025-02-06
2914,Memoria USB 685,1886.71,2024-10-28
2915,Router 933,4841.77,2024-05-07
2916,Tablet 878,597.98,2024-07-27
2917,Mouse 678,4502.06,2025-01-11
2918,Impresora 633,1955.59,2024-12-03
2919,Micrófono 726,1880.08,2024-01-18
2920,Mouse 475,549.27,2024-09-30
2921,Router 366,2116.09,2024-05-03
2922,Router 505,3682.95,2024-12-30
2923,Micrófono 470,2192.85,2024-09-23
2924,SSD 715,4562.48,2024-07-28
2925,Teclado 209,1145.36,2024-12-15
2926,Mouse 343,3846.84,2025-03-19
2927,Monitor 300,4964.33,2024-02-15
2928,Teclado 782,1511.29,2024-12-28
2929,Cable HDMI 379,451.3,2024-10-23
2930,Memoria USB 347,408.3,2024-02-21
2931,Cable HDMI 379,1228.61,2024-10-17
2932,SSD 267,1633.29,2025-04-17
2933,Parlante 614,4697.31,2025-02-03
2934,Auriculares 600,262.7,2024-04-17
2935,Monitor 970,691.07,2025-02-28
2936,Proyector 700,3356.74,2024-09-30
2937,Teclado 636,1526.97,2025-05-05
2938,Smartwatch 955,1830.42,2024-04-30
2939,Memoria USB 832,4293.5,2024-02-20
2940,Mouse 134,2383.32,2025-01-12
2941,Auriculares 612,1317.22,2024-05-22
2942,Mouse Pad 186,4053.27,2024-06-10
2943,Disco Duro 543,1555.15,2024-12-14
2944,Cargador 764,548.09,2024-08-06
2945,Cámara 160,262.52,2024-04-18
2946,Proyector 769,2487.11,2024-02-13
2947,Router 242,1483.5,2024-05-21
2948,Memoria USB 349,2101.67,2025-01-16
2949,Cámara 161,2568.98,2024-03-15
2950,Auriculares 480,3756.73,2024-03-12
2951,Impresora 608,274.54,2024-04-11
2952,Auriculares 943,2864.13,2024-05-05
2953,Proyector 249,1012.42,2025-04-23
2954,Micrófono 610,4435.47,2025-01-05
2955,Router 916,294.26,2024-12-10
2956,Smartwatch 683,4563.59,2025-02-10
2957,Smartwatch 795,292.41,2024-02-28
2958,Teclado 769,3859.66,2025-02-20
2959,Cable HDMI 134,2202.17,2024-09-15
2960,Smartwatch 578,798.41,2024-01-20
2961,Smartphone 449,1746.6,2024-01-29
2962,Parlante 717,1024.85,2025-03-24
2963,Parlante 568,4923.04,2024-10-04
2964,Impresora 443,2487.95,2025-02-14
2965,Proyector 313,2817.76,2025-02-18
2966,Router 476,463.84,2025-01-31
2967,Cargador 665,3011.1,2024-04-08
2968,Parlante 996,4296.94,2024-07-19
2969,Proyector 700,1936.88,2025-02-19
2970,Memoria USB 642,956.98,2024-01-24
2971,Auriculares 216,868.32,2024-09-10
2972,Smartwatch 169,2012.09,2024-03-25
2973,Smartphone 180,2415.41,2025-04-11
2974,Parlante 919,1863.0,2024-01-10
2975,Proyector 285,2965.41,2024-02-23
2976,Proyector 367,4635.49,2024-03-03
2977,Smartphone 273,2581.35,2025-02-03
2978,Micrófono 360,3056.46,2025-02-02
2979,Disco Duro 209,825.86,2024-10-15
2980,Tablet 548,2255.18,2024-12-03
2981,Router 827,4642.75,2025-05-15
2982,Disco Duro 274,3648.19,2024-11-15
2983,Teclado 826,4074.93,2025-04-28
2984,Mouse 273,528.35,2024-05-30
2985,Auriculares 417,1498.76,2024-09-23
2986,Mouse 727,342.3,2025-03-15
2987,Micrófono 998,469.16,2024-10-17
2988,Mouse 138,4723.32,2024-09-02
2989,Router 756,3384.24,2025-05-05
2990,Laptop 295,2453.85,2024-08-18
2991,Parlante 622,1060.45,2024-10-23
2992,Memoria USB 464,3263.56,2024-12-11
2993,Teclado 138,2105.2,2024-04-19
2994,Mouse 528,4960.29,2024-04-23
2995,Disco Duro 694,4746.72,2025-01-21
2996,Impresora 253,1647.5,2025-03-12
2997,Router 572,2885.64,2024-07-21
2998,Teclado 499,1268.99,2024-10-06
2999,Teclado 539,1696.97,2024-04-14
3000,Memoria USB 593,878.48,2024-09-23
3001,Cargador 636,2619.28,2024-08-20
3002,Teclado 590,4201.03,2024-08-17
3003,Monitor 683,2072.82,2024-06-02
3004,Teclado 962,3198.99,2024-04-18
3005,Proyector 379,2313.05,2025-04-03
3006,Impresora 221,3041.44,2024-04-13
3007,Teclado 483,1432.42,2025-02-20
3008,Proyector 133,2172.28,2024-05-25
3009,Cámara 978,3238.12,2024-01-25
3010,Memoria USB 678,2324.04,2024-02-20
3011,Smartphone 708,3624.74,2025-03-30
3012,Laptop 517,3029.54,2024-12-05
3013,Cable HDMI 377,659.46,2024-10-20
3014,Auriculares 304,537.49,2024-05-27
3015,Cámara 813,4283.46,2024-06-08
3016,Impresora 437,3612.2,2024-02-11
3017,Cargador 283,4850.09,2024-09-19
3018,Tablet 263,1380.72,2024-04-29
3019,Memoria USB 203,2655.42,2024-12-22
3020,Tablet 752,1379.93,2024-06-21
3021,Monitor 357,4390.53,2025-01-21
3022,Proyector 867,1723.85,2024-05-10
3023,Memoria USB 578,4208.6,2024-04-22
3024,Monitor 960,1996.71,2024-03-21
3025,Smartwatch 209,4788.33,2025-02-08
3026,Smartphone 410,778.15,2025-05-14
3027,Disco Duro 664,2763.13,2024-02-12
3028,SSD 677,1214.0,2024-05-30
3029,Memoria USB 982,300.83,2024-09-01
3030,Memoria USB 416,300.43,2024-06-05
3031,Tablet 183,3925.07,2024-11-21
3032,Parlante 243,4852.2,2024-06-24
3033,Cámara 570,529.43,2025-04-14
3034,Memoria USB 970,855.72,2024-02-21
3035,Cargador 987,4333.23,2024-04-27
3036,Router 257,3018.69,2025-04-25
3037,Laptop 874,3997.39,2024-11-01
3038,Mouse Pad 243,323.53,2025-04-08
3039,Mouse 747,1174.66,2025-05-09
3040,Router 479,118.02,2024-08-26
3041,Monitor 195,4905.01,2025-04-08
3042,Laptop 153,4672.72,2024-05-18
3043,Mouse Pad 313,2595.64,2024-02-01
3044,SSD 963,807.31,2024-09-06
3045,Micrófono 809,1121.05,2024-05-09
3046,Cable HDMI 507,1064.71,2025-02-28
3047,Smartwatch 682,1522.17,2024-02-08
3048,Auriculares 721,1392.63,2024-08-28
3049,Memoria USB 868,1833.26,2025-03-14
3050,Cámara 254,2270.46,2024-01-16
3051,Tablet 802,971.54,2024-09-25
3052,Router 461,392.32,2024-01-14
3053,SSD 776,691.51,2024-07-06
3054,Parlante 164,817.49,2024-06-27
3055,Proyector 945,660.7,2024-10-17
3056,Smartwatch 923,2660.13,2024-10-28
3057,Monitor 481,2099.61,2024-01-25
3058,Mouse Pad 948,4805.44,2024-12-12
3059,Mouse Pad 325,4806.26,2025-02-24
3060,Mouse 908,2998.35,2025-03-28
3061,Tablet 785,614.58,2025-02-20
3062,Cable HDMI 513,823.84,2024-11-09
3063,Laptop 608,371.38,2024-12-05
3064,Memoria USB 464,1564.95,2024-08-12
3065,Disco Duro 551,1668.68,2024-06-26
3066,Impresora 727,1874.71,2024-04-29
3067,Micrófono 174,3282.34,2024-12-16
3068,Cargador 657,1105.01,2025-02-02
3069,Router 309,3550.81,2024-07-16
3070,Monitor 787,1358.03,2025-04-10
3071,SSD 539,4108.59,2025-04-09
3072,Cargador 728,4996.23,2025-05-02
3073,Tablet 251,3616.69,2024-04-07
3074,Proyector 971,2071.91,2024-07-15
3075,Cable HDMI 102,4138.99,2024-08-07
3076,Auriculares 386,2067.52,2025-01-11
3077,Proyector 301,145.67,2024-04-18
3078,Mouse Pad 369,4572.79,2024-07-10
3079,Auriculares 896,2454.58,2024-05-26
3080,Router 816,2850.14,2025-03-20
3081,Laptop 268,2919.84,2024-03-30
3082,Mouse 108,4565.9,2024-02-14
3083,Micrófono 686,3151.76,2024-07-09
3084,Teclado 200,3055.03,2025-02-04
3085,Smartphone 363,1746.36,2024-01-24
3086,Mouse 465,2645.61,2024-12-11
3087,Cargador 118,4639.6,2024-03-16
3088,Mouse Pad 835,574.2,2024-08-10
3089,Router 474,1400.2,2024-02-01
3090,Router 780,3866.35,2025-02-25
3091,Parlante 180,3549.67,2024-03-04
3092,Cargador 718,1092.42,2024-04-03
3093,Smartphone 947,416.79,2025-01-30
3094,Mouse 180,2762.8,2024-10-03
3095,Proyector 816,4345.9,2024-11-08
3096,Tablet 412,3417.55,2024-06-12
3097,Router 393,828.24,2024-06-05
3098,Cargador 909,875.17,2024-10-03
3099,Smartphone 391,4595.03,2024-02-24
3100,Mouse 398,1062.09,2025-01-17
3101,Memoria USB 640,3215.05,2025-04-18
3102,Cargador 848,724.12,2024-11-04
3103,Parlante 351,3672.93,2024-11-13
3104,SSD 571,2523.37,2024-05-27
3105,Cámara 102,2237.82,2024-08-06
3106,Cargador 600,693.28,2024-05-27
3107,Teclado 848,4120.46,2025-03-31
3108,Parlante 222,1594.58,2025-05-14
3109,Teclado 922,1620.46,2024-06-07
3110,Cámara 128,2645.99,2024-01-02
3111,Memoria USB 376,1440.1,2024-01-23
3112,Teclado 398,571.54,2024-08-04
3113,Smartwatch 139,88.06,2025-01-23
3114,Monitor 171,2037.0,2025-03-06
3115,Smartwatch 896,4913.96,2024-10-20
3116,Micrófono 782,1742.9,2024-11-04
3117,Smartphone 719,3412.68,2024-05-09
3118,Monitor 606,4781.48,2024-06-14
3119,Teclado 565,2053.1,2025-04-20
3120,Monitor 856,4461.74,2024-12-16
3121,Parlante 718,720.09,2024-02-23
3122,Laptop 320,1361.1,2025-04-23
3123,Mouse 732,571.74,2025-02-15
3124,Smartphone 141,2689.33,2024-06-18
3125,Proyector 964,3569.18,2024-10-09
3126,Parlante 667,4720.81,2024-12-30
3127,Memoria USB 824,3446.6,2024-06-11
3128,Tablet 718,3404.59,2025-01-06
3129,Parlante 825,3659.76,2024-05-12
3130,Smartphone 410,277.03,2024-02-12
3131,Smartphone 730,3194.8,2025-04-06
3132,Proyector 558,4043.82,2024-12-11
3133,Teclado 385,154.1,2024-03-13
3134,Disco Duro 539,2504.79,2025-02-25
3135,Tablet 608,4434.71,2024-03-24
3136,Teclado 225,4280.54,2024-12-04
3137,Impresora 128,1476.95,2024-01-13
3138,Tablet 263,889.26,2025-02-23
