id,x,y,z,nombre
5203,179,343,82,Caja D
5204,794,465,83,Caja E
5205,45,853,42,Caja F
5206,4,174,70,Caja G
5207,970,128,91,Caja H
5208,252,339,52,Caja I
5209,534,585,75,Caja J
5210,405,125,57,Caja K
5211,164,760,21,Caja L
5212,24,381,84,Caja M
5213,6,455,94,Caja N
5214,437,443,8,Caja O
5215,777,985,96,Caja P
5216,10,246,33,Caja Q
5217,870,785,70,Caja R
5218,445,802,50,Caja S
5219,100,259,71,Caja T
5220,405,316,21,Caja U
5221,133,39,34,Caja V
5222,173,373,77,Caja W
5223,44,515,94,Caja X
5224,162,946,29,Caja Y
5225,235,719,42,Caja Z
5226,459,32,24,Caja A
5227,308,553,6,Caja B
5228,962,229,58,Caja C
5229,715,964,95,Caja D
5230,519,692,38,Caja E
5231,559,301,58,Caja F
5232,948,19,73,Caja G
5233,472,225,34,Caja H
5234,849,620,27,Caja I
5235,662,181,55,Caja J
5236,78,41,5,Caja K
5237,58,957,84,Caja L
5238,824,550,8,Caja M
5239,319,361,27,Caja N
5240,972,970,46,Caja O
5241,496,406,28,Caja P
5242,481,885,13,Caja Q
5243,419,424,58,Caja R
5244,215,425,30,Caja S
5245,316,534,92,Caja T
5246,661,35,100,Caja U
5247,506,157,96,Caja V
5248,899,799,66,Caja W
5249,124,166,83,Caja X
5250,130,935,3,Caja Y
5251,626,517,16,Caja Z
5252,77,677,49,Caja A
5253,188,6,5,Caja B
5254,887,42,89,Caja C
5255,442,855,30,Caja D
5256,941,406,57,Caja E
5257,105,790,76,Caja F
5258,201,348,95,Caja G
5259,437,805,86,Caja H
5260,1,361,11,Caja I
5261,37,655,64,Caja J
5262,377,172,4,Caja K
5263,74,549,23,Caja L
5264,924,704,77,Caja M
5265,517,391,66,Caja N
5266,101,183,77,Caja O
5267,801,393,74,Caja P
5268,71,446,70,Caja Q
5269,330,148,95,Caja R
5270,425,540,42,Caja S
5271,687,381,35,Caja T
5272,690,134,25,Caja U
5273,54,449,32,Caja V
5274,266,588,41,Caja W
5275,808,330,56,Caja X
5276,600,906,94,Caja Y
5277,240,75,16,Caja Z
5278,819,991,77,Caja A
5279,805,416,63,Caja B
5280,175,39,51,Caja C
5281,575,625,69,Caja D
5282,510,516,36,Caja E
5283,984,811,72,Caja F
5284,632,451,74,Caja G
5285,556,956,69,Caja H
5286,193,369,92,Caja I
5287,845,129,1,Caja J
5288,831,6,47,Caja K
5289,175,72,11,Caja L
5290,229,844,97,Caja M
5291,813,837,71,Caja N
5292,391,379,8,Caja O
5293,105,205,71,Caja P
5294,222,680,32,Caja Q
5295,441,967,57,Caja R
5296,497,264,56,Caja S
5297,641,622,81,Caja T
5298,435,92,25,Caja U
5299,599,453,19,Caja V
5300,772,894,44,Caja W
5301,511,208,50,Caja X
5302,2,956,54,Caja Y
5303,175,557,85,Caja Z
5304,117,298,22,Caja A
5305,778,983,8,Caja B
5306,734,178,88,Caja C
5307,94,549,12,Caja D
5308,602,732,100,Caja E
5309,699,57,41,Caja F
5310,255,659,43,Caja G
5311,186,592,75,Caja H
5312,281,83,30,Caja I
5313,257,918,70,Caja J
5314,952,568,28,Caja K
5315,128,110,36,Caja L
5316,158,384,95,Caja M
5317,126,236,36,Caja N
5318,297,461,2,Caja O
5319,789,338,86,Caja P
5320,150,495,64,Caja Q
5321,618,687,32,Caja R
5322,887,813,72,Caja S
5323,98,287,98,Caja T
5324,563,610,50,Caja U
5325,655,571,44,Caja V
5326,253,276,17,Caja W
5327,550,97,84,Caja X
5328,181,16,43,Caja Y
5329,730,979,33,Caja Z
5330,166,971,49,Caja A
5331,203,154,94,Caja B
5332,757,300,53,Caja C
5333,868,410,34,Caja D
5334,123,765,68,Caja E
5335,176,533,78,Caja F
5336,132,423,36,Caja G
5337,525,207,38,Caja H
5338,892,86,13,Caja I
5339,334,595,54,Caja J
5340,993,285,68,Caja K
5341,53,377,59,Caja L
5342,126,346,29,Caja M
5343,314,773,71,Caja N
5344,942,194,42,Caja O
5345,64,956,43,Caja P
5346,682,758,33,Caja Q
5347,174,779,77,Caja R
5348,13,289,95,Caja S
5349,710,723,1,Caja T
5350,681,949,83,Caja U
5351,878,226,31,Caja V
5352,973,193,21,Caja W
5353,712,4,32,Caja X
5354,258,945,26,Caja Y
5355,407,707,47,Caja Z
5356,474,380,16,Caja A
5357,330,734,63,Caja B
5358,915,405,21,Caja C
5359,689,387,97,Caja D
5360,703,349,25,Caja E
5361,882,54,48,Caja F
5362,705,967,16,Caja G
5363,798,925,53,Caja H
5364,946,552,22,Caja I
5365,527,486,3,Caja J
5366,188,661,97,Caja K
5367,878,599,22,Caja L
5368,735,19,15,Caja M
5369,875,580,44,Caja N
5370,37,126,95,Caja O
5371,177,74,46,Caja P
5372,844,811,88,Caja Q
5373,95,855,1,Caja R
5374,160,455,18,Caja S
5375,579,754,14,Caja T
5376,277,82,86,Caja U
5377,613,281,77,Caja V
5378,241,682,21,Caja W
5379,627,269,94,Caja X
5380,493,917,42,Caja Y
5381,100,736,72,Caja Z
5382,505,774,1,Caja A
5383,701,323,99,Caja B
5384,201,617,47,Caja C
5385,117,463,44,Caja D
5386,669,755,11,Caja E
5387,788,622,89,Caja F
5388,86,208,49,Caja G
5389,907,950,61,Caja H
5390,361,857,45,Caja I
5391,860,818,97,Caja J
5392,664,821,40,Caja K
5393,922,148,63,Caja L
5394,636,809,44,Caja M
5395,874,968,9,Caja N
5396,421,769,80,Caja O
5397,140,135,14,Caja P
5398,92,820,42,Caja Q
5399,261,861,81,Caja R
5400,958,981,17,Caja S
5401,1000,359,86,Caja T
5402,125,160,84,Caja U
5403,542,960,66,Caja V
5404,224,229,25,Caja W
5405,580,380,17,Caja X
5406,220,74,7,Caja Y
5407,485,415,25,Caja Z
5408,99,619,16,Caja A
5409,245,888,19,Caja B
5410,736,705,38,Caja C
5411,345,61,54,Caja D
5412,574,49,30,Caja E
5413,972,645,53,Caja F
5414,879,676,72,Caja G
5415,68,47,25,Caja H
5416,409,980,71,Caja I
5417,431,550,87,Caja J
5418,364,432,98,Caja K
5419,678,401,88,Caja L
5420,465,179,58,Caja M
5421,138,104,42,Caja N
5422,272,97,28,Caja O
5423,578,69,65,Caja P
5424,27,241,5,Caja Q
5425,277,45,60,Caja R
5426,293,94,60,Caja S
5427,405,473,70,Caja T
5428,615,882,43,Caja U
5429,451,6,63,Caja V
5430,118,590,15,Caja W
5431,733,863,97,Caja X
5432,875,596,73,Caja Y
5433,452,47,55,Caja Z
5434,830,685,72,Caja A
5435,838,326,49,Caja B
5436,978,564,11,Caja C
5437,916,30,64,Caja D
5438,725,344,40,Caja E
5439,972,277,47,Caja F
5440,789,594,96,Caja G
5441,898,793,69,Caja H
5442,138,134,77,Caja I
5443,390,399,57,Caja J
5444,309,693,59,Caja K
5445,604,128,1,Caja L
5446,644,66,93,Caja M
5447,659,677,48,Caja N
5448,150,456,75,Caja O
5449,449,316,19,Caja P
5450,821,409,97,Caja Q
5451,938,82,74,Caja R
5452,998,714,34,Caja S
5453,472,784,37,Caja T
5454,17,515,50,Caja U
5455,410,514,65,Caja V
5456,131,446,8,Caja W
5457,197,670,82,Caja X
5458,231,783,35,Caja Y
5459,913,135,66,Caja Z
5460,652,998,75,Caja A
5461,337,137,49,Caja B
5462,840,877,22,Caja C
5463,902,354,44,Caja D
5464,989,750,22,Caja E
5465,641,442,46,Caja F
5466,959,535,56,Caja G
5467,377,923,13,Caja H
5468,568,326,97,Caja I
5469,946,222,50,Caja J
5470,507,214,100,Caja K
5471,622,543,16,Caja L
5472,884,762,95,Caja M
5473,477,276,28,Caja N
5474,507,634,49,Caja O
5475,801,775,6,Caja P
5476,234,987,63,Caja Q
5477,541,168,37,Caja R
5478,441,603,3,Caja S
5479,836,283,55,Caja T
5480,449,366,56,Caja U
5481,591,540,55,Caja V
5482,781,191,46,Caja W
5483,655,924,17,Caja X
5484,403,78,86,Caja Y
5485,669,349,33,Caja Z
5486,71,276,30,Caja A
5487,228,482,50,Caja B
5488,682,85,78,Caja C
5489,683,949,6,Caja D
5490,330,82,5,Caja E
5491,334,182,44,Caja F
5492,665,433,89,Caja G
5493,645,45,12,Caja H
5494,91,16,99,Caja I
5495,785,411,70,Caja J
5496,670,740,25,Caja K
5497,506,1000,43,Caja L
5498,20,461,48,Caja M
5499,382,525,5,Caja N
5500,498,48,44,Caja O
5501,347,831,33,Caja P
5502,88,956,10,Caja Q
5503,936,88,75,Caja R
5504,695,715,82,Caja S
5505,137,665,5,Caja T
5506,935,241,100,Caja U
5507,319,383,57,Caja V
5508,114,222,81,Caja W
5509,129,842,43,Caja X
5510,732,56,92,Caja Y
5511,545,552,8,Caja Z
5512,420,989,50,Caja A
5513,364,638,41,Caja B
5514,380,158,82,Caja C
5515,227,524,75,Caja D
5516,276,307,93,Caja E
5517,479,147,2,Caja F
5518,948,661,68,Caja G
5519,423,370,54,Caja H
5520,79,124,74,Caja I
5521,974,585,53,Caja J
5522,23,572,46,Caja K
5523,979,266,41,Caja L
5524,17,918,33,Caja M
5525,30,883,50,Caja N
5526,669,472,98,Caja O
5527,576,759,14,Caja P
5528,85,623,87,Caja Q
5529,102,705,43,Caja R
5530,687,314,42,Caja S
5531,359,689,1,Caja T
5532,95,780,37,Caja U
5533,181,654,98,Caja V
5534,149,873,83,Caja W
5535,245,702,25,Caja X
5536,427,58,13,Caja Y
5537,837,488,40,Caja Z
5538,393,321,94,Caja A
5539,127,39,62,Caja B
5540,933,689,19,Caja C
5541,576,375,16,Caja D
5542,208,129,94,Caja E
5543,227,521,26,Caja F
5544,909,248,7,Caja G
5545,93,802,81,Caja H
5546,586,571,64,Caja I
5547,281,208,59,Caja J
5548,361,597,32,Caja K
5549,696,532,91,Caja L
5550,336,179,32,Caja M
5551,298,537,27,Caja N
5552,418,934,88,Caja O
5553,393,671,74,Caja P
5554,277,151,52,Caja Q
5555,379,262,43,Caja R
5556,238,681,79,Caja S
5557,130,699,21,Caja T
5558,842,997,24,Caja U
5559,453,751,54,Caja V
5560,728,161,9,Caja W
5561,451,985,84,Caja X
5562,171,704,48,Caja Y
5563,855,887,96,Caja Z
5564,958,818,100,Caja A
5565,744,152,71,Caja B
5566,366,283,7,Caja C
5567,866,134,5,Caja D
5568,629,351,84,Caja E
5569,212,518,94,Caja F
5570,554,539,47,Caja G
5571,673,902,97,Caja H
5572,27,345,20,Caja I
5573,140,970,4,Caja J
5574,220,341,2,Caja K
5575,52,618,12,Caja L
5576,786,894,95,Caja M
5577,55,616,57,Caja N
5578,480,291,100,Caja O
5579,952,189,98,Caja P
5580,874,251,91,Caja Q
5581,293,163,65,Caja R
5582,384,655,94,Caja S
5583,230,59,17,Caja T
5584,700,342,32,Caja U
5585,150,282,81,Caja V
5586,448,605,89,Caja W
5587,483,800,27,Caja X
5588,470,500,68,Caja Y
5589,414,257,36,Caja Z
5590,963,523,24,Caja A
5591,981,283,27,Caja B
5592,525,403,79,Caja C
5593,816,774,68,Caja D
5594,867,888,99,Caja E
5595,408,237,94,Caja F
5596,583,558,12,Caja G
5597,626,722,3,Caja H
5598,426,51,24,Caja I
5599,540,905,98,Caja J
5600,286,769,31,Caja K
5601,549,511,73,Caja L
5602,812,741,73,Caja M
5603,769,234,34,Caja N
5604,575,439,70,Caja O
5605,358,880,36,Caja P
5606,426,398,60,Caja Q
5607,407,2,23,Caja R
5608,917,27,14,Caja S
5609,664,867,30,Caja T
5610,552,813,40,Caja U
5611,68,706,76,Caja V
5612,603,494,92,Caja W
5613,366,403,61,Caja X
5614,275,675,56,Caja Y
5615,628,53,80,Caja Z
5616,825,635,4,Caja A
5617,750,944,51,Caja B
5618,150,523,10,Caja C
5619,569,135,92,Caja D
5620,758,874,86,Caja E
5621,1000,464,99,Caja F
5622,115,280,52,Caja G
5623,117,523,71,Caja H
5624,554,345,77,Caja I
5625,217,918,53,Caja J
5626,445,103,1,Caja K
5627,567,654,22,Caja L
5628,784,232,53,Caja M
5629,934,824,67,Caja N
5630,13,173,4,Caja O
5631,220,113,31,Caja P
5632,384,219,36,Caja Q
5633,694,223,14,Caja R
5634,627,789,85,Caja S
5635,723,991,20,Caja T
5636,61,45,81,Caja U
5637,662,91,28,Caja V
5638,503,361,49,Caja W
5639,503,178,12,Caja X
5640,64,408,18,Caja Y
5641,384,3,62,Caja Z
5642,36,699,48,Caja A
5643,102,500,4,Caja B
5644,958,161,11,Caja C
5645,131,210,9,Caja D
5646,645,376,39,Caja E
5647,638,968,97,Caja F
5648,246,518,34,Caja G
5649,768,773,41,Caja H
5650,687,20,34,Caja I
5651,398,836,3,Caja J
5652,766,39,94,Caja K
5653,711,745,67,Caja L
5654,250,249,22,Caja M
5655,667,560,19,Caja N
5656,534,768,37,Caja O
5657,490,232,32,Caja P
5658,599,117,33,Caja Q
5659,895,731,12,Caja R
5660,311,43,96,Caja S
5661,289,775,11,Caja T
5662,711,707,85,Caja U
5663,176,358,6,Caja V
5664,988,965,71,Caja W
5665,472,520,88,Caja X
5666,907,701,30,Caja Y
5667,752,353,70,Caja Z
5668,535,874,13,Caja A
5669,816,529,77,Caja B
5670,708,913,66,Caja C
5671,88,182,39,Caja D
5672,213,47,66,Caja E
5673,235,58,23,Caja F
5674,723,434,25,Caja G
5675,79,537,45,Caja H
5676,263,10,28,Caja I
5677,463,478,57,Caja J
5678,192,209,36,Caja K
5679,78,962,87,Caja L
5680,841,545,13,Caja M
5681,635,230,4,Caja N
5682,213,229,94,Caja O
5683,796,657,28,Caja P
5684,221,997,18,Caja Q
5685,120,355,72,Caja R
5686,258,576,94,Caja S
5687,702,673,67,Caja T
5688,964,480,6,Caja U
5689,38,109,81,Caja V
5690,232,653,90,Caja W
5691,138,518,69,Caja X
5692,382,410,77,Caja Y
5693,161,207,98,Caja Z
5694,68,560,10,Caja A
5695,679,1000,67,Caja B
5696,577,771,29,Caja C
5697,778,85,22,Caja D
5698,928,566,49,Caja E
5699,350,324,10,Caja F
5700,497,423,79,Caja G
5701,694,414,15,Caja H
5702,224,125,48,Caja I
5703,156,97,51,Caja J
5704,864,287,74,Caja K
5705,200,982,13,Caja L
5706,709,530,71,Caja M
5707,431,908,5,Caja N
5708,685,521,24,Caja O
5709,831,238,23,Caja P
5710,366,860,4,Caja Q
5711,682,161,39,Caja R
5712,528,255,17,Caja S
5713,978,655,87,Caja T
5714,595,256,25,Caja U
5715,556,183,40,Caja V
5716,373,647,18,Caja W
5717,425,706,47,Caja X
5718,71,685,27,Caja Y
5719,120,123,93,Caja Z
5720,820,856,99,Caja A
5721,521,749,16,Caja B
5722,423,559,78,Caja C
5723,898,926,47,Caja D
5724,455,467,74,Caja E
5725,182,459,39,Caja F
5726,499,590,46,Caja G
5727,39,103,27,Caja H
5728,428,218,15,Caja I
5729,879,673,61,Caja J
5730,359,613,50,Caja K
5731,377,426,21,Caja L
5732,798,405,73,Caja M
5733,217,535,36,Caja N
5734,819,903,93,Caja O
5735,465,629,61,Caja P
5736,564,831,70,Caja Q
5737,345,146,72,Caja R
5738,300,453,4,Caja S
5739,471,399,48,Caja T
5740,8,956,8,Caja U
5741,979,555,52,Caja V
5742,583,733,34,Caja W
5743,592,814,30,Caja X
5744,873,692,84,Caja Y
5745,583,274,86,Caja Z
5746,79,160,60,Caja A
5747,975,286,31,Caja B
5748,612,859,42,Caja C
5749,194,180,70,Caja D
5750,216,499,28,Caja E
5751,862,314,56,Caja F
5752,263,170,61,Caja G
5753,63,619,58,Caja H
5754,546,165,65,Caja I
5755,558,281,80,Caja J
5756,753,222,88,Caja K
5757,955,527,50,Caja L
5758,129,855,36,Caja M
5759,621,119,2,Caja N
5760,173,626,69,Caja O
5761,989,347,52,Caja P
5762,594,35,55,Caja Q
5763,424,96,61,Caja R
5764,979,156,11,Caja S
5765,216,184,62,Caja T
5766,663,165,79,Caja U
5767,11,865,17,Caja V
5768,722,310,21,Caja W
5769,311,316,97,Caja X
5770,57,633,29,Caja Y
5771,163,419,34,Caja Z
5772,114,768,11,Caja A
5773,996,305,9,Caja B
5774,450,573,45,Caja C
5775,358,131,60,Caja D
5776,242,248,93,Caja E
5777,317,976,5,Caja F
5778,732,728,47,Caja G
5779,567,13,43,Caja H
5780,383,674,68,Caja I
5781,780,390,70,Caja J
5782,421,539,78,Caja K
5783,407,632,80,Caja L
5784,445,986,44,Caja M
5785,967,93,26,Caja N
5786,248,679,34,Caja O
5787,987,154,89,Caja P
5788,235,71,20,Caja Q
5789,409,201,51,Caja R
5790,979,569,36,Caja S
5791,387,805,3,Caja T
5792,863,804,62,Caja U
5793,649,471,11,Caja V
5794,88,536,27,Caja W
5795,359,216,50,Caja X
5796,98,940,53,Caja Y
5797,519,805,90,Caja Z
5798,652,690,64,Caja A
5799,510,998,39,Caja B
5800,159,952,21,Caja C
5801,214,896,40,Caja D
5802,772,882,80,Caja E
5803,425,747,29,Caja F
5804,440,356,73,Caja G
5805,882,387,99,Caja H
5806,780,892,60,Caja I
5807,147,255,44,Caja J
5808,531,483,81,Caja K
5809,951,131,93,Caja L
5810,214,35,10,Caja M
5811,857,36,55,Caja N
5812,88,63,16,Caja O
5813,47,451,72,Caja P
5814,524,819,52,Caja Q
5815,744,691,80,Caja R
5816,115,279,16,Caja S
5817,142,119,17,Caja T
5818,805,490,39,Caja U
5819,596,879,3,Caja V
5820,606,473,79,Caja W
5821,104,67,28,Caja X
5822,516,567,40,Caja Y
5823,972,71,83,Caja Z
5824,32,447,9,Caja A
5825,315,862,91,Caja B
5826,658,599,23,Caja C
5827,496,302,16,Caja D
5828,106,897,31,Caja E
5829,803,416,83,Caja F
5830,327,151,12,Caja G
5831,525,172,76,Caja H
5832,86,320,1,Caja I
5833,408,959,7,Caja J
5834,800,303,98,Caja K
5835,44,974,11,Caja L
5836,991,641,3,Caja M
5837,612,208,43,Caja N
5838,490,226,18,Caja O
5839,548,690,67,Caja P
5840,375,570,30,Caja Q
5841,792,292,37,Caja R
5842,895,483,74,Caja S
5843,118,315,49,Caja T
5844,924,347,74,Caja U
5845,402,916,48,Caja V
5846,725,562,88,Caja W
5847,45,373,100,Caja X
5848,97,315,59,Caja Y
5849,736,369,53,Caja Z
5850,273,253,3,Caja A
5851,708,331,59,Caja B
5852,341,637,23,Caja C
5853,989,911,50,Caja D
5854,271,33,55,Caja E
5855,359,908,62,Caja F
5856,373,532,39,Caja G
5857,380,820,7,Caja H
5858,25,989,53,Caja I
5859,20,163,38,Caja J
5860,514,416,31,Caja K
5861,22,729,38,Caja L
5862,59,313,62,Caja M
5863,913,31,62,Caja N
5864,85,750,49,Caja O
5865,103,641,38,Caja P
5866,739,194,89,Caja Q
5867,270,671,40,Caja R
5868,540,988,11,Caja S
5869,915,12,54,Caja T
5870,348,817,89,Caja U
5871,147,115,92,Caja V
5872,29,826,76,Caja W
5873,54,785,33,Caja X
5874,672,994,65,Caja Y
5875,709,593,65,Caja Z
5876,79,433,56,Caja A
5877,93,713,77,Caja B
5878,821,196,24,Caja C
5879,700,108,30,Caja D
5880,762,605,27,Caja E
5881,743,59,80,Caja F
5882,490,178,86,Caja G
5883,791,684,41,Caja H
5884,893,881,2,Caja I
5885,506,794,49,Caja J
5886,849,947,89,Caja K
5887,791,336,71,Caja L
5888,776,836,27,Caja M
5889,191,741,81,Caja N
5890,306,562,42,Caja O
5891,598,718,96,Caja P
5892,275,735,50,Caja Q
5893,580,876,65,Caja R
5894,935,424,34,Caja S
5895,509,858,94,Caja T
5896,443,435,27,Caja U
5897,260,494,76,Caja V
5898,267,639,51,Caja W
5899,478,86,30,Caja X
5900,720,689,96,Caja Y
5901,845,512,9,Caja Z
5902,972,18,82,Caja A
5903,940,383,69,Caja B
5904,256,736,14,Caja C
5905,881,483,22,Caja D
5906,382,366,76,Caja E
5907,175,794,90,Caja F
5908,954,355,87,Caja G
5909,382,5,21,Caja H
5910,656,928,92,Caja I
5911,544,778,85,Caja J
5912,993,593,78,Caja K
5913,812,600,5,Caja L
5914,993,551,90,Caja M
5915,419,548,50,Caja N
5916,250,822,61,Caja O
5917,615,966,69,Caja P
5918,88,851,58,Caja Q
5919,423,206,33,Caja R
5920,43,678,92,Caja S
5921,911,251,86,Caja T
5922,734,579,3,Caja U
5923,948,319,30,Caja V
5924,815,395,67,Caja W
5925,559,994,34,Caja X
5926,203,715,89,Caja Y
5927,730,7,76,Caja Z
5928,820,258,16,Caja A
5929,858,538,23,Caja B
5930,979,74,81,Caja C
5931,669,437,33,Caja D
5932,90,941,23,Caja E
5933,175,561,16,Caja F
5934,550,428,67,Caja G
5935,795,672,68,Caja H
5936,363,614,26,Caja I
5937,64,550,28,Caja J
5938,124,679,12,Caja K
5939,488,467,55,Caja L
5940,285,862,18,Caja M
5941,407,340,14,Caja N
5942,645,915,24,Caja O
5943,283,365,44,Caja P
5944,623,875,37,Caja Q
5945,418,198,84,Caja R
5946,29,32,59,Caja S
5947,270,789,70,Caja T
5948,227,664,2,Caja U
5949,512,528,24,Caja V
5950,690,149,26,Caja W
5951,799,187,89,Caja X
5952,36,566,28,Caja Y
5953,314,587,38,Caja Z
5954,399,783,35,Caja A
5955,656,854,49,Caja B
5956,633,584,10,Caja C
5957,294,465,80,Caja D
5958,328,682,26,Caja E
5959,531,781,3,Caja F
5960,54,957,89,Caja G
5961,866,738,53,Caja H
5962,321,184,52,Caja I
5963,733,384,3,Caja J
5964,675,238,54,Caja K
5965,590,527,58,Caja L
5966,605,468,22,Caja M
5967,795,715,53,Caja N
5968,150,805,24,Caja O
5969,946,436,13,Caja P
5970,475,403,2,Caja Q
5971,618,621,30,Caja R
5972,898,581,86,Caja S
5973,300,713,71,Caja T
5974,45,121,34,Caja U
5975,449,965,15,Caja V
5976,370,460,43,Caja W
5977,286,383,57,Caja X
5978,927,608,72,Caja Y
5979,98,320,65,Caja Z
5980,651,229,29,Caja A
5981,274,994,63,Caja B
5982,77,597,93,Caja C
5983,878,825,55,Caja D
5984,354,188,15,Caja E
5985,490,8,50,Caja F
5986,507,856,4,Caja G
5987,855,315,86,Caja H
5988,954,151,37,Caja I
5989,476,217,28,Caja J
5990,855,301,27,Caja K
5991,711,880,78,Caja L
5992,306,511,6,Caja M
5993,336,581,9,Caja N
5994,747,120,48,Caja O
5995,377,741,88,Caja P
5996,454,622,17,Caja Q
5997,471,675,12,Caja R
5998,557,611,68,Caja S
5999,806,308,17,Caja T
6000,602,213,11,Caja U
6001,512,504,59,Caja V
6002,802,180,34,Caja W
6003,165,162,22,Caja X
6004,511,183,97,Caja Y
6005,534,26,49,Caja Z
6006,735,852,31,Caja A
6007,284,428,16,Caja B
6008,433,581,23,Caja C
6009,956,698,74,Caja D
6010,374,898,46,Caja E
6011,918,133,91,Caja F
6012,853,743,53,Caja G
6013,764,4,37,Caja H
6014,621,703,29,Caja I
6015,734,732,27,Caja J
6016,721,889,75,Caja K
6017,251,732,64,Caja L
6018,908,886,72,Caja M
6019,500,478,79,Caja N
6020,583,432,67,Caja O
6021,96,606,95,Caja P
6022,661,842,52,Caja Q
6023,376,894,32,Caja R
6024,490,365,48,Caja S
6025,430,185,60,Caja T
6026,866,582,77,Caja U
6027,600,4,21,Caja V
6028,905,227,23,Caja W
6029,48,962,50,Caja X
6030,419,188,81,Caja Y
6031,368,269,44,Caja Z
6032,928,225,33,Caja A
6033,489,951,26,Caja B
6034,788,96,46,Caja C
6035,382,962,35,Caja D
6036,77,774,84,Caja E
6037,928,629,56,Caja F
6038,215,367,12,Caja G
6039,50,162,10,Caja H
6040,903,691,12,Caja I
6041,937,432,79,Caja J
6042,968,740,41,Caja K
6043,972,67,69,Caja L
6044,480,466,74,Caja M
6045,53,478,16,Caja N
6046,63,914,58,Caja O
6047,19,605,3,Caja P
6048,87,736,62,Caja Q
6049,486,782,100,Caja R
6050,261,514,86,Caja S
6051,676,57,51,Caja T
6052,734,837,16,Caja U
6053,468,324,89,Caja V
6054,577,61,90,Caja W
6055,658,477,2,Caja X
6056,185,705,45,Caja Y
6057,630,293,65,Caja Z
6058,678,122,93,Caja A
6059,636,852,2,Caja B
6060,322,575,47,Caja C
6061,70,85,17,Caja D
6062,107,935,53,Caja E
6063,308,64,98,Caja F
6064,288,35,98,Caja G
6065,593,996,80,Caja H
6066,435,244,49,Caja I
6067,99,535,76,Caja J
6068,387,755,67,Caja K
6069,445,31,20,Caja L
6070,348,118,20,Caja M
6071,76,410,78,Caja N
6072,823,267,16,Caja O
6073,411,743,59,Caja P
6074,687,77,8,Caja Q
6075,880,803,69,Caja R
6076,539,414,21,Caja S
6077,634,861,33,Caja T
6078,558,363,63,Caja U
6079,259,516,47,Caja V
6080,828,507,27,Caja W
6081,299,570,60,Caja X
6082,283,397,33,Caja Y
6083,750,192,39,Caja Z
6084,897,441,14,Caja A
6085,259,460,83,Caja B
6086,348,254,70,Caja C
6087,15,762,15,Caja D
6088,568,721,72,Caja E
6089,392,410,16,Caja F
6090,851,359,1,Caja G
6091,524,12,60,Caja H
6092,250,542,40,Caja I
6093,313,203,19,Caja J
6094,671,895,80,Caja K
6095,291,368,39,Caja L
6096,389,598,73,Caja M
6097,984,365,33,Caja N
6098,484,572,27,Caja O
6099,26,764,22,Caja P
6100,203,12,17,Caja Q
6101,14,117,83,Caja R
6102,709,307,36,Caja S
6103,234,356,50,Caja T
6104,817,389,29,Caja U
6105,178,622,98,Caja V
6106,140,693,61,Caja W
6107,945,921,83,Caja X
6108,953,854,2,Caja Y
6109,948,365,51,Caja Z
6110,661,314,28,Caja A
6111,856,906,52,Caja B
6112,411,556,99,Caja C
6113,176,864,27,Caja D
6114,596,975,5,Caja E
6115,628,970,42,Caja F
6116,799,385,1,Caja G
6117,31,97,20,Caja H
6118,616,643,73,Caja I
6119,92,508,45,Caja J
6120,318,206,47,Caja K
6121,993,628,50,Caja L
6122,971,229,64,Caja M
6123,976,984,38,Caja N
6124,684,953,84,Caja O
6125,813,815,5,Caja P
6126,268,182,22,Caja Q
6127,469,885,67,Caja R
6128,837,262,29,Caja S
6129,570,809,10,Caja T
6130,827,591,3,Caja U
6131,953,122,73,Caja V
6132,406,96,86,Caja W
6133,734,221,10,Caja X
6134,632,400,61,Caja Y
6135,780,622,71,Caja Z
6136,627,251,55,Caja A
6137,213,567,46,Caja B
6138,987,472,16,Caja C
6139,430,471,20,Caja D
6140,269,195,96,Caja E
6141,534,681,39,Caja F
6142,434,246,69,Caja G
6143,599,834,79,Caja H
6144,653,557,67,Caja I
6145,495,571,65,Caja J
6146,474,176,75,Caja K
6147,256,634,97,Caja L
6148,998,291,13,Caja M
6149,187,334,53,Caja N
6150,774,397,10,Caja O
6151,371,593,19,Caja P
6152,933,395,22,Caja Q
6153,685,390,5,Caja R
6154,1000,496,10,Caja S
6155,839,485,32,Caja T
6156,496,132,94,Caja U
6157,70,76,85,Caja V
6158,890,505,53,Caja W
6159,330,742,7,Caja X
6160,616,672,82,Caja Y
6161,460,258,59,Caja Z
6162,979,107,94,Caja A
6163,871,517,4,Caja B
6164,319,600,12,Caja C
6165,594,779,99,Caja D
6166,962,27,2,Caja E
6167,94,502,85,Caja F
6168,928,783,9,Caja G
6169,27,341,24,Caja H
6170,841,221,94,Caja I
6171,658,745,49,Caja J
6172,564,744,45,Caja K
6173,264,38,28,Caja L
6174,462,938,21,Caja M
6175,41,241,70,Caja N
6176,425,879,70,Caja O
6177,537,865,10,Caja P
6178,911,787,40,Caja Q
6179,24,750,29,Caja R
6180,604,325,4,Caja S
6181,359,366,71,Caja T
6182,48,599,66,Caja U
6183,963,906,27,Caja V
6184,210,236,12,Caja W
6185,418,24,8,Caja X
6186,265,863,48,Caja Y
6187,329,146,75,Caja Z
6188,718,312,39,Caja A
6189,733,242,36,Caja B
6190,782,879,78,Caja C
6191,409,61,60,Caja D
6192,189,401,27,Caja E
